,Location,FIPS,Category,"% Change in Mortality Rate, 1980-201",1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,Premium
966,Virginia,51,Neonatal disorders,-65.56,10.68,7.96,6.93,5.33,5.09,4.93,4.18,3.68,2.13,1.24,Decrease
967,Virginia,51,HIV/AIDS and tuberculosis,33.22,1.45,2.23,7.88,12.56,4.49,3.63,2.33,1.94,3.66,3.46,Decrease
968,Virginia,51,Musculoskeletal disorders,-6.69,3.19,3.2,3.29,3.6,3.87,3.54,3.06,2.98,3.28,3.27,Decrease
969,Virginia,51,"Diabetes, urogenital, blood, and endocrine diseases",21.54,47.66,48.27,49.95,55.48,60.91,61.58,58.17,57.93,63.66,65.58,Increase
970,Virginia,51,Digestive diseases,-33.9,21.12,20.25,18.76,18.19,17.17,15.89,14.48,13.96,12.73,11.68,Decrease
971,Virginia,51,Chronic respiratory diseases,14.89,43.81,45.55,46.83,51.75,55.7,54.27,51.41,50.33,55.38,56.58,Increase
972,Virginia,51,Neurological disorders,9.55,91.89,93.14,94.12,96.79,99.49,98.51,98.94,100.66,102.38,103.65,Increase
973,Virginia,51,Cirrhosis and other chronic liver diseases,-20.52,18.87,17.5,15.72,14.75,14.41,14.93,15.22,15.0,13.59,13.1,Decrease
974,Virginia,51,Mental and substance use disorders,96.84,4.91,4.37,4.55,5.02,6.22,8.01,8.92,9.67,10.08,10.89,Increase
975,Virginia,51,"Forces of nature, war, and legal intervention",-83.94,0.33,0.38,0.25,0.21,0.24,1.12,0.25,0.05,0.36,0.36,Increase
976,Virginia,51,Unintentional injuries,-29.0,28.78,25.1,22.28,21.56,21.03,21.04,20.65,20.43,18.06,17.05,Decrease
977,Virginia,51,Nutritional deficiencies,-31.29,2.03,2.05,2.01,2.24,2.22,1.64,1.43,1.4,1.41,1.31,Decrease
978,Virginia,51,"Other communicable, maternal, neonatal, and nutritional diseases",-20.32,1.5,1.65,1.99,2.48,2.66,1.73,1.21,1.2,1.54,1.48,Decrease
979,Virginia,51,Cardiovascular diseases,-53.53,518.27,470.87,406.8,379.11,343.14,288.62,248.18,240.84,177.37,136.35,Decrease
980,Virginia,51,"Diarrhea, lower respiratory, and other common infectious diseases",-15.48,42.92,43.45,43.82,45.13,43.15,39.16,36.45,36.28,36.07,34.92,Decrease
981,Virginia,51,Maternal disorders,8.47,0.24,0.21,0.22,0.2,0.2,0.27,0.28,0.27,0.27,0.28,Increase
982,Virginia,51,Other non-communicable diseases,-42.24,10.68,9.85,9.18,8.13,7.36,6.85,6.29,6.17,5.0,4.32,Decrease
983,Virginia,51,Self-harm and interpersonal violence,-27.05,24.92,23.29,22.52,21.19,18.7,18.79,18.03,18.18,16.03,15.0,Decrease
984,Virginia,51,Neoplasms,-22.68,251.98,247.29,240.74,239.73,226.24,211.48,197.07,194.83,185.86,176.9,Decrease
985,Virginia,51,Transport injuries,-47.51,22.69,19.65,18.28,16.9,16.3,15.37,12.63,11.91,10.29,8.87,Decrease
986,Virginia,51,Neglected tropical diseases and malaria,-4.71,0.04,0.03,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,Increase
987,Washington,53,Neonatal disorders,-69.39,6.99,5.11,4.26,3.25,3.03,2.96,2.42,2.14,1.01,0.4,Decrease
988,Washington,53,HIV/AIDS and tuberculosis,6.48,1.12,1.99,6.96,10.54,2.85,2.31,1.45,1.19,2.27,1.99,Decrease
989,Washington,53,Musculoskeletal disorders,34.78,2.44,2.62,2.81,3.22,3.69,3.59,3.24,3.28,3.74,3.88,Increase
990,Washington,53,"Diabetes, urogenital, blood, and endocrine diseases",58.21,32.91,35.09,37.04,41.96,47.05,51.05,50.36,52.07,57.24,60.31,Increase
991,Washington,53,Digestive diseases,-9.78,17.35,17.26,16.65,16.78,16.67,16.22,15.57,15.65,15.35,15.09,Decrease
992,Washington,53,Chronic respiratory diseases,7.74,47.09,48.53,49.59,53.11,57.38,55.71,51.89,50.73,55.23,56.0,Increase
993,Washington,53,Neurological disorders,-16.13,126.14,125.92,123.16,115.41,111.73,110.79,106.47,105.8,100.66,97.32,Decrease
994,Washington,53,Cirrhosis and other chronic liver diseases,2.73,16.21,15.5,14.17,13.72,13.96,15.16,16.46,16.65,15.82,15.95,Increase
995,Washington,53,Mental and substance use disorders,201.68,4.57,4.75,5.48,7.27,9.25,12.27,13.42,13.79,15.83,17.38,Increase
996,Washington,53,"Forces of nature, war, and legal intervention",-46.85,0.31,0.24,0.19,0.16,0.19,1.14,0.29,0.17,0.45,0.48,Increase
997,Washington,53,Unintentional injuries,-6.46,22.57,20.31,18.93,18.62,19.26,20.18,20.72,21.12,20.01,19.97,Decrease
998,Washington,53,Nutritional deficiencies,-44.39,1.88,1.89,1.75,1.82,1.68,1.24,1.01,1.04,0.9,0.76,Decrease
999,Washington,53,"Other communicable, maternal, neonatal, and nutritional diseases",-16.56,1.86,2.07,2.49,3.11,3.39,2.24,1.54,1.55,2.0,1.93,Decrease
1000,Washington,53,Cardiovascular diseases,-48.5,427.49,395.97,344.39,319.82,299.34,256.03,225.08,220.14,172.2,141.35,Decrease
1001,Washington,53,"Diarrhea, lower respiratory, and other common infectious diseases",-47.71,39.3,37.22,34.98,33.64,27.86,23.71,20.83,20.55,16.22,13.21,Decrease
1002,Washington,53,Maternal disorders,59.98,0.13,0.12,0.16,0.17,0.15,0.21,0.21,0.2,0.23,0.24,Increase
1003,Washington,53,Other non-communicable diseases,-36.8,9.07,8.53,8.12,7.08,6.64,6.44,5.94,5.74,4.96,4.46,Decrease
1004,Washington,53,Self-harm and interpersonal violence,-10.86,21.74,21.79,21.48,20.57,18.43,18.76,18.51,19.38,17.77,17.25,Decrease
1005,Washington,53,Neoplasms,-15.59,218.46,217.76,213.54,214.37,204.74,195.01,184.7,184.4,179.0,173.42,Decrease
1006,Washington,53,Transport injuries,-61.86,26.44,21.85,19.9,17.09,15.47,14.28,10.98,10.09,6.98,4.75,Decrease
1007,Washington,53,Neglected tropical diseases and malaria,15.99,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0.03,0.03,0.03,Increase
1008,West Virginia,54,Neonatal disorders,-55.88,8.03,6.13,5.42,4.27,4.32,4.47,3.85,3.54,2.56,2.02,Decrease
1009,West Virginia,54,HIV/AIDS and tuberculosis,-15.58,1.11,1.35,4.95,8.2,2.42,1.93,1.15,0.94,1.84,1.64,Decrease
1010,West Virginia,54,Musculoskeletal disorders,11.7,2.64,2.77,2.97,3.3,3.65,3.42,2.96,2.95,3.34,3.4,Increase
1011,West Virginia,54,"Diabetes, urogenital, blood, and endocrine diseases",67.14,50.73,54.56,59.9,68.89,78.58,83.49,81.58,84.79,94.64,100.04,Increase
1012,West Virginia,54,Digestive diseases,-15.07,20.42,20.48,19.94,19.83,19.47,18.68,17.34,17.34,16.97,16.48,Decrease
1013,West Virginia,54,Chronic respiratory diseases,46.52,55.65,59.34,62.75,70.63,79.29,80.71,79.65,81.53,89.69,93.8,Increase
1014,West Virginia,54,Neurological disorders,60.92,64.03,68.09,72.24,79.04,89.77,92.91,98.45,103.04,110.1,116.03,Increase
1015,West Virginia,54,Cirrhosis and other chronic liver diseases,18.17,17.97,17.63,17.24,17.24,17.84,19.42,20.47,21.24,21.0,21.53,Increase
1016,West Virginia,54,Mental and substance use disorders,785.69,2.8,3.18,4.43,6.03,9.12,14.75,21.19,24.83,25.7,29.01,Increase
1017,West Virginia,54,"Forces of nature, war, and legal intervention",-76.41,0.34,0.62,0.29,0.27,0.29,1.44,0.3,0.08,0.46,0.46,Increase
1018,West Virginia,54,Unintentional injuries,-2.88,26.76,24.61,23.53,23.22,23.57,24.95,25.51,25.99,24.97,25.01,Increase
1019,West Virginia,54,Nutritional deficiencies,-29.99,2.1,2.15,2.14,2.27,2.32,1.76,1.47,1.47,1.48,1.38,Decrease
1020,West Virginia,54,"Other communicable, maternal, neonatal, and nutritional diseases",-1.18,1.24,1.45,1.93,2.55,2.7,1.8,1.21,1.22,1.68,1.66,Decrease
1021,West Virginia,54,Cardiovascular diseases,-46.22,561.27,520.58,463.32,437.03,404.91,348.3,302.95,301.86,241.75,202.69,Decrease
1022,West Virginia,54,"Diarrhea, lower respiratory, and other common infectious diseases",3.62,36.51,38.45,40.3,41.26,40.54,38.39,36.41,37.83,38.31,38.23,Decrease
1023,West Virginia,54,Maternal disorders,54.37,0.21,0.19,0.25,0.27,0.25,0.33,0.33,0.32,0.36,0.38,Increase
1024,West Virginia,54,Other non-communicable diseases,-25.26,10.15,9.64,9.43,8.62,8.15,7.98,7.51,7.58,6.84,6.44,Decrease
1025,West Virginia,54,Self-harm and interpersonal violence,11.37,22.5,22.0,22.91,22.94,21.31,22.72,23.64,25.06,24.17,24.45,Increase
1026,West Virginia,54,Neoplasms,-3.71,243.44,247.06,249.82,255.49,248.36,240.19,230.21,234.41,233.79,231.61,Decrease
1027,West Virginia,54,Transport injuries,-25.56,28.73,25.81,26.42,25.5,25.08,25.28,21.94,21.39,21.02,20.14,Decrease
1028,West Virginia,54,Neglected tropical diseases and malaria,-8.72,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,Increase
1029,Wisconsin,55,Neonatal disorders,-62.81,7.8,5.87,5.15,4.02,3.89,3.89,3.26,2.9,1.85,1.24,Decrease
1030,Wisconsin,55,HIV/AIDS and tuberculosis,-8.97,0.82,1.09,3.93,6.4,1.91,1.51,0.93,0.75,1.47,1.31,Decrease
1031,Wisconsin,55,Musculoskeletal disorders,18.38,2.53,2.65,2.85,3.18,3.56,3.38,3.01,2.99,3.39,3.48,Increase
1032,Wisconsin,55,"Diabetes, urogenital, blood, and endocrine diseases",31.46,38.91,40.43,43.02,46.77,51.85,52.67,50.49,51.15,56.02,58.04,Increase
1033,Wisconsin,55,Digestive diseases,-18.7,17.97,17.75,17.08,16.79,16.37,15.7,14.72,14.61,14.06,13.54,Decrease
1034,Wisconsin,55,Chronic respiratory diseases,52.32,33.22,35.73,38.45,43.36,49.16,50.04,49.52,50.6,56.14,58.9,Increase
1035,Wisconsin,55,Neurological disorders,9.97,98.87,97.89,101.81,102.7,106.79,110.76,108.49,108.73,112.7,114.52,Increase
1036,Wisconsin,55,Cirrhosis and other chronic liver diseases,-9.43,14.91,14.12,13.1,12.44,12.49,13.19,13.54,13.51,12.75,12.6,Decrease
1037,Wisconsin,55,Mental and substance use disorders,210.35,4.08,4.0,4.32,5.21,6.59,9.91,11.16,12.67,13.35,14.71,Increase
1038,Wisconsin,55,"Forces of nature, war, and legal intervention",-77.52,0.17,0.2,0.17,0.12,0.13,0.72,0.16,0.04,0.24,0.25,Increase
1039,Wisconsin,55,Unintentional injuries,24.8,20.38,19.29,19.26,20.13,21.33,23.12,24.24,25.43,25.55,26.42,Increase
1040,Wisconsin,55,Nutritional deficiencies,-42.86,1.96,1.92,1.8,1.99,1.79,1.39,1.15,1.12,1.04,0.91,Decrease
1041,Wisconsin,55,"Other communicable, maternal, neonatal, and nutritional diseases",-19.05,1.3,1.43,1.8,2.28,2.26,1.52,1.05,1.05,1.34,1.29,Decrease
1042,Wisconsin,55,Cardiovascular diseases,-50.73,473.05,434.84,380.51,354.98,325.37,273.07,237.28,233.06,177.25,141.3,Decrease
1043,Wisconsin,55,"Diarrhea, lower respiratory, and other common infectious diseases",-26.97,34.99,35.65,35.53,35.6,32.02,28.93,25.44,25.55,24.19,22.51,Decrease
1044,Wisconsin,55,Maternal disorders,51.52,0.16,0.15,0.2,0.21,0.18,0.25,0.25,0.24,0.27,0.28,Increase
1045,Wisconsin,55,Other non-communicable diseases,-33.31,8.75,8.17,7.94,6.97,6.5,6.26,5.93,5.84,5.06,4.62,Decrease
1046,Wisconsin,55,Self-harm and interpersonal violence,-3.16,17.78,17.37,18.44,17.72,16.06,16.98,16.96,17.22,16.67,16.53,Decrease
1047,Wisconsin,55,Neoplasms,-13.84,220.11,218.9,217.75,218.47,209.7,199.8,188.89,189.65,185.09,180.02,Decrease
1048,Wisconsin,55,Transport injuries,-41.04,21.46,18.78,18.04,17.1,16.74,16.05,13.26,12.65,11.64,10.5,Decrease
1049,Wisconsin,55,Neglected tropical diseases and malaria,36.85,0.03,0.03,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,Increase
1050,Wyoming,56,Neonatal disorders,-62.63,7.78,5.83,5.0,3.89,3.85,3.86,3.28,2.91,1.86,1.26,Decrease
1051,Wyoming,56,HIV/AIDS and tuberculosis,-29.06,0.65,0.78,3.02,5.19,1.32,1.01,0.58,0.46,0.97,0.83,Decrease
1052,Wyoming,56,Musculoskeletal disorders,28.65,3.35,3.61,3.95,4.48,5.06,4.84,4.28,4.31,4.95,5.11,Increase
1053,Wyoming,56,"Diabetes, urogenital, blood, and endocrine diseases",23.1,40.02,41.16,42.56,46.86,50.93,52.02,48.36,49.27,53.53,55.12,Increase
1054,Wyoming,56,Digestive diseases,-17.16,22.25,22.26,21.52,21.44,20.81,19.96,18.57,18.43,17.95,17.35,Decrease
1055,Wyoming,56,Chronic respiratory diseases,17.33,61.08,62.85,63.94,70.76,75.97,75.5,72.42,71.66,77.94,79.87,Increase
1056,Wyoming,56,Neurological disorders,-22.08,112.72,108.03,102.25,102.34,99.49,93.91,89.11,87.83,83.57,80.03,Decrease
1057,Wyoming,56,Cirrhosis and other chronic liver diseases,24.44,17.47,17.34,16.97,17.15,17.52,19.45,20.8,21.73,21.5,22.15,Increase
1058,Wyoming,56,Mental and substance use disorders,255.99,4.55,4.72,5.79,6.93,9.11,12.54,15.23,16.21,17.77,19.64,Increase
1059,Wyoming,56,"Forces of nature, war, and legal intervention",-73.1,0.42,1.43,0.4,0.37,0.46,2.26,0.56,0.11,0.71,0.7,Decrease
1060,Wyoming,56,Unintentional injuries,-13.38,29.3,26.41,24.98,24.55,24.26,25.45,25.55,25.38,24.09,23.73,Decrease
1061,Wyoming,56,Nutritional deficiencies,-28.5,2.27,2.34,2.33,2.56,2.57,1.96,1.64,1.62,1.67,1.56,Decrease
1062,Wyoming,56,"Other communicable, maternal, neonatal, and nutritional diseases",-7.6,1.19,1.4,1.93,2.6,2.57,1.68,1.11,1.1,1.54,1.51,Decrease
1063,Wyoming,56,Cardiovascular diseases,-43.44,421.43,391.37,346.84,330.71,307.21,268.15,237.15,238.35,193.78,166.26,Decrease
1064,Wyoming,56,"Diarrhea, lower respiratory, and other common infectious diseases",-25.89,41.64,42.18,41.63,41.88,38.77,34.58,31.09,30.86,29.52,27.67,Decrease
1065,Wyoming,56,Maternal disorders,114.13,0.16,0.16,0.25,0.31,0.27,0.35,0.34,0.34,0.4,0.43,Increase
1066,Wyoming,56,Other non-communicable diseases,-29.22,9.08,8.54,8.37,7.57,7.03,6.85,6.42,6.43,5.7,5.29,Decrease
1067,Wyoming,56,Self-harm and interpersonal violence,6.21,25.4,25.61,26.03,26.0,23.49,24.78,25.63,26.98,25.75,25.81,Increase
1068,Wyoming,56,Neoplasms,-11.78,209.23,208.12,206.4,210.17,200.72,192.74,183.51,184.58,180.9,176.78,Decrease
1069,Wyoming,56,Transport injuries,-43.17,39.84,33.55,32.66,31.06,29.09,28.21,23.93,22.64,20.27,18.09,Decrease
1070,Wyoming,56,Neglected tropical diseases and malaria,137.08,0.06,0.06,0.06,0.05,0.07,0.14,0.14,0.15,0.16,0.18,Increase
